text,label,roberta_results,btweet_results,bert_results,distil_results,rlarge_results,ensemble
<user> hay pussy cat 128539 128541 128075 128075,1,1,1,1,1,1,1
rt <user> bitches talk bf 24 7 <url>,1,1,1,1,1,1,1
rt <user> females twitter 1 brag bout loyalty 2 call females hoes 3 song lyrics 4 complain bout cramps 5 twee 8230,1,1,1,1,1,1,1
<user> <user> <user> joke gem alright racist phony right along racist phony thinks follow second account block speak truth could care less follower like big party care discriminate url,1,1,1,1,1,1,1
trump pense 2020 merch made china usa maga votethemout2018 trumpsarmy url,1,1,0,0,1,0,0
rt <user> 8220 <user> 8220 <user> hoe smashed whole team 8221 128557 c 128514 h 128557 128514 l 128557 l 128514 8221 lmao fools 128514 128514 128514 128514,1,1,1,1,1,1,1
<user> think need dairy queen,0,0,0,0,0,0,0
<user> <user> prayers,0,0,0,0,0,0,0
<user> said half eastern orthodox dunno opportunity educate,0,0,0,0,0,0,0
<user> r u faggot,1,1,1,1,1,1,1
<user> bs maybe unemployed loving government,0,0,0,0,0,0,0
<user> thank saving dogs people assholes,1,1,1,1,1,1,1
<user> never going happen bernier split party power hard core conservatives west bernier,0,0,0,0,0,0,0
<user> lmfao bitch talking 128514 128514,1,1,1,1,1,1,1
rt <user> care bitches hoes damn self 128553 128175,1,1,1,1,1,1,1
<user> sucks,1,1,1,1,1,1,1
60 hopeful someday meet classy gal talk maga wwg1wga yet find way much fun share url,0,0,0,0,0,0,0
<user> met ian sinclair brook one piece wish would known characters voice actors met,0,0,0,0,0,0,0
<user> woooow trump voters getting really crazy maga,1,1,1,1,1,1,1
<user> <user> <user> <user> yes stopkavanaughnow,0,0,0,0,0,0,0
pussy root drama attribute put head mama,1,1,1,1,1,1,1
<user> <user> maga boy go donate trump looking gop suckers like cover porn stars shhh let wife know either,1,1,1,1,1,1,1
<user> <user> <user> <user> <user> <user> sorry son sure would want hateful going question support trump reasons fine think jumping hate bandwagon though observation,0,1,1,0,0,0,0
<user> growing fast <emoji : loudly_crying_face>,0,0,0,0,0,0,0
<user> amazing hope incredible future thank contributions community,0,0,0,0,0,0,0
lmaoo u downgrade jayin ass bitch,1,1,1,1,1,1,1
hey france gun control hurt resistance nazis url,0,0,0,0,0,0,0
hello hardin county <user> everyone knows hoe named ashley hsn,1,1,1,1,1,1,1
<user> <user> <user> <user> <user> thought getting along url,0,0,0,0,0,0,0
<user> war criminal nuremberg standard clinton every sos pres behind bars,0,1,0,1,0,1,1
<user> <user> url high tech lynching uppity republican blacks fine raping women liberals including bill clinton,1,1,1,1,1,1,1
<user> fuck ass fuck although conservatives fucking us ass right,1,1,1,1,1,1,1
<user> bitch,1,1,1,1,1,1,1
rt <user> 8220 <user> <user> 128514 128514 128514 nicca said imma slap ya daddy den put em n da yo 128128 still nigga aint 8230,1,1,1,1,1,1,1
<user> <user> <user> thought camera would steal soul shut fuck stupid twat,1,1,1,1,1,1,1
<user> really supposed believe party violent liberal antifa kkk hoods beat hell strangers know nothing somehow care supposed trust party funds antifa tell us truth subject,0,1,0,0,0,1,0
<user> think sorry true obama screw american people ever could,1,1,1,1,1,1,1
<user> <user> <user> <user> horrific adam look way conservatives endorsement orban waved source national shame norm,0,0,1,1,0,0,0
<user> yes correct saying bye bye forever,0,0,0,0,0,0,0
<user> god easy play embarrassing,0,0,1,1,0,0,0
like putin every day maga url,1,0,1,0,0,0,0
<user> <user> bring back coal amp asbestos maga,0,0,0,0,0,0,0
<user> lucky sensible never fag drug pleased statistic yes beer,1,1,1,1,1,1,1
<user> rei evangelion concept design <user> <emoji : loudly_crying_face> <emoji : smiling_face_with_heart-eyes>,0,0,0,0,0,0,0
<user> <user> problem senator marco rubio nra payroll taken 3 million dollars nra going anything sensible gun control,0,0,0,0,0,0,0
thanks scaring absolute fuck flatfoot look like pussy fucking jerk,1,1,1,1,1,1,1
<user> containers hurricane donations found rotting puerto rico parking lot url,0,0,0,0,0,1,0
takes true directioner accept larry know bitch fans like make boys cry thankyoupaulforconfirminglarry,1,1,1,1,1,1,1
<user> protest indeed right right make sure none money goes nfl anything supports including nike,0,0,0,0,0,0,0
<user> <user> <user> <user> <user> choose antifa url,0,0,0,0,0,0,0
<user>,0,0,0,0,0,0,0
<user> <user> <user> <user> <user> socialists politics stand downtrodden well done conflating criticism israel anti semitism also part problem,0,0,0,0,0,0,0
amber rose rock bald head bald pussy motherfucker,1,1,1,1,1,1,1
<user> <user> ooh handsome archie looks beautiful new gaff behind <emoji : face_blowing_a_kiss> <emoji : face_blowing_a_kiss> <emoji : face_blowing_a_kiss>,0,0,0,0,0,0,0
<user> <user> <user> think trying funny dog whistle prohibitionists either way total fucking disgrace belittles cannabis use wankers,1,1,1,1,1,1,1
rt <user> 5th grade hoes loyal 128514 128557 <url>,1,1,1,1,1,1,1
<user> <user> fraud amp fight anti semitism extreme disservice,1,1,1,1,1,1,1
<user> austria,0,0,0,0,0,0,0
<user> telling best students wow role model,0,0,0,0,0,0,0
<user> quite accurate true conservatives dislike trump everybody liberal conservative displeased,0,1,0,0,0,0,0
<user> <user> excuse conservatives nothing,0,0,0,0,0,0,0
<user> <user> pedophile criminal deserves fired,1,1,1,1,1,1,1
<user> <user> piece royal shit nehru dynasty sometimes wonder everything taught stands shaken eminent citizen liberals intellectuals terms tell 1 thing person mentioned anti india feeds money amp shames always,0,1,1,1,1,0,1
rt <user> sum hoes smoking look cute bitch u better inhale shit wasting weed,1,1,1,1,1,1,1
<user> <user> stfu stupid bitch like leave us alone one gives fuck bruh block good,1,1,1,1,1,1,1
<user> hidden like liberals hid everyrhing failed nipigon bridge huh money barred truth sickens communists,0,1,1,1,0,0,1
<user> obama holder cops getting killed year hated law enforcement encouraged civil unrest,1,1,1,1,1,1,1
<user> 25th amendment comey mulller half roll duct tape sufficient get sorry sonofabitch away,1,1,1,1,0,1,1
<user> pg 6 6 pure shot creator need speedboost game half decent thrive shot creators known draining greening contested shit yw,0,1,1,1,1,0,1
trust bitch 128175,1,1,1,1,1,1,1
<user> <user> trump trump trump maga,0,0,0,0,0,0,0
<user> <user> please explain anti gun control desantis would somehow hold people accountable,0,0,0,0,0,0,0
<user> take side 35 years proof women liberals think none story adds political setup win,0,0,0,0,0,0,0
<user> yes infuriating,0,0,0,0,0,0,0
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> thanks awake love guys <emoji : woman_raising_hand> <emoji : united_states> <emoji : red_heart> following patriots,0,0,0,0,0,0,0
<user> <user> cause director fucking beast let act like christian bale ever fuck niggas wavy fighting scenes,1,1,1,1,1,1,1
<user> <user> us conservatives gullible manny good points starts spewing us propaganda sickens asked term gave one rebuttal watch,0,0,0,0,0,0,0
<user> <user> people antifa r mad vote libs assault shes lying care maga kava,0,1,0,0,0,0,0
<user> gon na shut shit bitch u get yo punk ass hoe ass nigga,1,1,1,1,1,1,1
<user> <user> bitches psycho,1,1,1,1,1,1,1
liberals yea whatever url,0,0,0,0,0,0,0
<user> <user> right one one,0,0,0,0,0,0,0
<user> <user> live us maybe one reason know <emoji : skull>,0,0,0,0,0,0,0
<user> <user> dregs society make sure never president <emoji : red_exclamation_mark>,1,1,1,1,1,0,1
following whole bunch bitches look better girl nothin make wan na cheat,1,1,1,1,1,1,1
<user> getting paris climate agreement 64m voters wanted obama committed us 100b towards agreement keep paying third world countries going broke help places like cal 3m illegals either,0,0,0,0,0,0,0
completely topic idgaf pretty hoe tho,1,1,1,1,1,1,1
<user> ugh love gamecocks stay safe come home us soon <emoji : red_heart>,0,0,0,0,0,0,0
<user> anyone else think lying opportunist yeah metoo,1,1,1,1,1,1,1
rt <user> model instagram hoe town,1,1,1,1,1,1,1
<user> <user> wow jr bright url,1,0,0,0,0,0,0
<user> even imagine loser said lil antifa,0,1,1,1,0,1,1
<user> <user> hillary supporters racist liberals,1,1,1,1,1,1,1
<user> still building hiding nukes yeah pops got played like udiot,1,1,1,1,1,1,1
squirrels faggots b rt <user> threesomethursdays <url>,1,1,1,1,1,1,1
<user> <user> nothing opportunistic lying sack human waste paid left turn tv ed,1,1,1,1,1,1,1
<user> <user> <user> watch cnn anymore conservative pundits partisan hacks get cnn wants balance conservatives defend indefensible much,0,0,0,0,0,0,0
<user> <user> dear fatties fascism walkaway democrats antifa democrats dixiecrats kkk fascists america hate different colored hoods party hate since 1828 url,1,1,1,1,1,1,1
<user> entire idlib border filled hts url,0,0,0,0,0,0,0
<user> <user> stand listen puke change channel speaks believes lies nuts leftwingliberaldisease walkaway voteredtosaveamerica <emoji : united_states> <emoji : united_states> maga <emoji : united_states> <emoji : united_states>,1,1,1,1,1,1,1
<user> <user> <user> <user> bitch wtf said christopher chris mf,1,1,1,1,1,1,1
<user> believe 40 years ago man went boys school way try stop confirmation blew <user> face corrupt pos,1,1,1,1,1,1,1
girl thinkin ways thinkin new ways beat pussy,1,1,1,1,1,1,1
<user> super excited board hadexincursion,0,0,0,0,0,0,0
<user> shimmmy ok ok ok bitch lmao jk,1,1,1,1,1,1,1
5sos like come hang us u fugly oh side hoes left thnx,1,1,1,1,1,1,1
<user> jail,0,0,0,0,0,0,0
michaelche guy thunks white repubs amp crackheads thank jesus guess like christian money buddy good luck mike trying lavish style backs liberals <emoji : face_with_tears_of_joy> <emoji : face_with_tears_of_joy> url <user> <emoji : thumbs_down_medium-light_skin_tone>,0,1,0,0,0,0,0
<user> <user> waste time irrelevant,0,1,0,1,0,0,0
<user> holder needs prosecuted,0,0,0,0,0,0,0
<user> haha true sad need validation let followers keep spreading hate truth,0,1,0,1,0,0,0
<user> among friends ira friends terrorist loves terrorist,1,1,1,1,1,1,1
hoe said booty fleek lmfaooo,1,1,1,1,1,1,1
<user> zero accomplishments,0,0,0,0,0,0,0
<user> detriment state country republicans refuse govern conservatives campaign mcdaniel may flaws kind fighter need us sick losers gop keeps giving us,1,1,1,1,1,1,1
<user> amount shit fuck,1,1,1,1,1,1,1
rt fucked bitch fucked every nigga state,1,1,1,1,1,1,1
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> exactly,0,0,0,0,0,0,0
<user> <user> thank <emoji : folded_hands> followed <emoji : red_apple> maga <emoji : hundred_points> <emoji : united_states> <emoji : united_states> <emoji : united_states> url,0,0,0,0,0,0,0
<user> nah coz cunt blocked,1,1,1,1,1,1,1
<user> <user> better evidenced giffords law center study gun control versus gun deaths url url,0,0,0,0,0,0,0
<user> <user> allow foreign law sovereign nation lost sovereignty say sharialaw constitutionday maga mondaymorning <user> <user> <user> <user> <user> <user> <user> <user>,0,0,0,0,0,0,0
<user> <user> trump supported nazis would antifa communist group want harm trump <emoji : thinking_face> right communist group made democratic party,0,1,1,0,1,0,1
oscar amp used make fun chaco wearing people together sale 1 2 lil bitch wants fake,1,1,1,1,1,1,1
<user> <user> attention <user> publicizing names trump supporters twitter account lists names high profile random trump supporters list antifa target list please help report twitter needs suspend account,0,0,0,0,0,0,0
<user> nails conservatives must turnout nov stop democrats winning midterms <emoji : backhand_index_pointing_down> <emoji : backhand_index_pointing_down> <emoji : backhand_index_pointing_down> url,0,0,0,0,0,0,0
get bitch tv bruh,1,1,1,1,1,1,1
liberals behave laws rules people canada needs rid corruption url,0,1,0,0,0,0,0
<user> <user> <user> best conservatives could come stop humiliation ge2018,0,0,0,0,0,0,0
someone photoshop pic toad maga cap confederate flag kart,0,0,0,0,0,0,0
<user> <user> <user> title book pretty much sums conversation avram either shill criminal <user> really mentally incapable understanding facts contradict brainwashing url,1,1,1,1,1,1,1
<user> lol feel like punk bitch sittin lights 128514,1,1,1,1,1,1,1
<user> <user> <user> <user> <user> dad army,0,0,0,0,0,0,0
<user> know awesome enough get cherry cola tattoo entitled drink house cherry life <emoji : cherries> <emoji : rolling_on_the_floor_laughing> <emoji : tropical_drink> url,0,0,0,0,0,0,0
<user> clown prison,1,1,1,1,1,1,1
<user> <user> <user> <user> <user> experience gun control activists really want conversation want capitulation way around would open proposals expand gun rights exchange whatever looking really conversation without,0,0,0,0,0,0,0
<user> colin dick would sell quick,1,1,1,1,1,1,1
<user> high road shit work trump conservatives republicans gop magats mister nice guy <user> says go low go jugular stopped,0,1,1,1,1,1,1
<user> <user> <user> <user> <user> <user> <user> <user> already many common sense laws books common sense also calls holding people accountable fail miserably like parkland left always wants blame gun owners push gun control rather honest,0,1,0,0,0,0,0
<user> fuck em complete morons,1,1,1,1,1,1,1
<user> <user> trust lol,0,0,0,0,0,0,0
rt <user> quit got hoes shit got got damn thanggg witcha ugly ass,1,1,1,1,1,1,1
<user> right need choose trudeau punk trump worried country need decide want individual liberty overbearing centralized government telling us live wasting money bureaucracy like obamacare,0,1,1,0,0,0,0
<user> read gun control work ca politicians working californians sounds right,0,0,0,0,0,0,0
<user> twitter clear leftist agenda seen comments conservatives asking leftist shit feed ask want stop trying push us,1,1,1,1,1,1,1
<user> <user> exactly,0,0,0,0,0,0,0
<user> white hot spotlight victim trump like abusive animal stopkavanaughnow,1,1,1,1,1,1,1
almost nice realized people need toughen stop emotional bitches,1,1,1,1,1,1,1
rt <user> soft 128514 128514 128557 hoes dumb man,1,1,1,1,1,1,1
nvm <user> see men disrespect women calling offensive names like bitch hoe slut female smh,1,1,1,1,1,1,1
